"Journal Data Filtered By:  Selected JCR Year: 2019 Selected Editions: SCIE Selected Categories: 'ACOUSTICS','AGRICULTURAL ECONOMICS & POLICY','AGRICULTURAL ENGINEERING','AGRICULTURE, DAIRY & ANIMAL SCIENCE','AGRICULTURE, MULTIDISCIPLINARY','AGRONOMY','AUTOMATION & CONTROL SYSTEMS','BEHAVIORAL SCIENCES','BIOCHEMICAL RESEARCH METHODS','BIOCHEMISTRY & MOLECULAR BIOLOGY','BIODIVERSITY CONSERVATION','BIOLOGY','BIOPHYSICS','BIOTECHNOLOGY & APPLIED MICROBIOLOGY','BUSINESS','BUSINESS, FINANCE','COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE','COMPUTER SCIENCE, CYBERNETICS','COMPUTER SCIENCE, HARDWARE & ARCHITECTURE','COMPUTER SCIENCE, INFORMATION SYSTEMS','COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS','COMPUTER SCIENCE, SOFTWARE ENGINEERING','COMPUTER SCIENCE, THEORY & METHODS','CONSTRUCTION & BUILDING TECHNOLOGY','ECOLOGY','ECONOMICS','ENERGY & FUELS','ENGINEERING, AEROSPACE','ENGINEERING, BIOMEDICAL','ENGINEERING, CHEMICAL','ENGINEERING, CIVIL','ENGINEERING, ELECTRICAL & ELECTRONIC','ENGINEERING, ENVIRONMENTAL','ENGINEERING, GEOLOGICAL','ENGINEERING, INDUSTRIAL','ENGINEERING, MANUFACTURING','ENGINEERING, MARINE','ENGINEERING, MECHANICAL','ENGINEERING, MULTIDISCIPLINARY','ENGINEERING, OCEAN','ENGINEERING, PETROLEUM','ENTOMOLOGY','MANAGEMENT','MARINE & FRESHWATER BIOLOGY','MATERIALS SCIENCE, BIOMATERIALS','MATERIALS SCIENCE, CERAMICS','MATERIALS SCIENCE, CHARACTERIZATION & TESTING','MATERIALS SCIENCE, COATINGS & FILMS','MATERIALS SCIENCE, COMPOSITES','MATERIALS SCIENCE, MULTIDISCIPLINARY','MATERIALS SCIENCE, PAPER & WOOD','MATERIALS SCIENCE, TEXTILES','MATHEMATICS, APPLIED','MATHEMATICS, INTERDISCIPLINARY APPLICATIONS','MECHANICS','METALLURGY & METALLURGICAL ENGINEERING','MULTIDISCIPLINARY SCIENCES','OPERATIONS RESEARCH & MANAGEMENT SCIENCE' Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
2246,Natural Computing,797,1.495,0.001260
2248,International Journal of Information Security,620,1.494,0.000750
2248,JOURNAL OF COMPUTER AND SYSTEM SCIENCES,"4,171",1.494,0.003780
2250,MEASUREMENT & CONTROL,350,1.492,0.000170
2251,QUANTITATIVE FINANCE,"2,520",1.491,0.004740
2252,CALIFORNIA AGRICULTURE,879,1.490,0.000600
2252,IMA JOURNAL OF APPLIED MATHEMATICS,"1,461",1.490,0.002100
2252,Journal of Zhejiang University-SCIENCE A,"1,804",1.490,0.001660
2252,SIAM JOURNAL ON MATRIX ANALYSIS AND APPLICATIONS,"4,482",1.490,0.007570
2256,MARINE AND FRESHWATER RESEARCH,"5,025",1.488,0.004880
2257,ANIMAL BIOTECHNOLOGY,583,1.487,0.000630
2257,EUROPEAN JOURNAL OF APPLIED MATHEMATICS,966,1.487,0.001770
2257,Marine Biodiversity,"1,379",1.487,0.002830
2260,International Journal on Document Analysis and Recognition,518,1.486,0.000630
2261,ACI MATERIALS JOURNAL,"5,757",1.483,0.001940
2262,FINITE FIELDS AND THEIR APPLICATIONS,"1,296",1.478,0.005710
2263,INTERNATIONAL JOURNAL OF CRASHWORTHINESS,"1,065",1.477,0.000870
2263,JOURNAL OF AGRICULTURAL METEOROLOGY,263,1.477,0.000320
2265,DATA & KNOWLEDGE ENGINEERING,"1,602",1.476,0.000930
2265,Set-Valued and Variational Analysis,427,1.476,0.001900
2267,EURASIP Journal on Image and Video Processing,"1,169",1.474,0.001690
2268,Journal of Dynamics and Differential Equations,"1,434",1.473,0.003180
2269,JOURNAL OF COMPUTATIONAL ACOUSTICS,508,1.471,0.000440
2270,JOURNAL OF INEQUALITIES AND APPLICATIONS,"3,932",1.470,0.007240
2270,Ships and Offshore Structures,965,1.470,0.001480
2272,Revista de la Facultad de Agronomia de la Universidad del Zulia,214,1.469,0.000070
2273,Materials Research-Ibero-american Journal of Materials,"4,614",1.468,0.004310
2274,ETHOLOGY,"4,291",1.467,0.003480
2274,INTERNATIONAL JOURNAL OF NONLINEAR SCIENCES AND NUMERICAL SIMULATION,974,1.467,0.000760
2276,Arthropod-Plant Interactions,"1,038",1.466,0.001830
2276,JOURNAL OF RECEPTORS AND SIGNAL TRANSDUCTION,"1,202",1.466,0.001610
2278,Natural Language Engineering,556,1.465,0.000580
2279,Forum of Mathematics Sigma,245,1.464,0.003760
2279,JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS,"1,399",1.464,0.001390
2281,Plant Biotechnology Reports,760,1.462,0.000760
2282,JOURNAL OF MOLLUSCAN STUDIES,"1,887",1.461,0.001650
2283,SOFTWARE QUALITY JOURNAL,627,1.460,0.000780
2284,CANADIAN METALLURGICAL QUARTERLY,"1,403",1.456,0.000830
2284,MATERIALES DE CONSTRUCCION,835,1.456,0.000700
2284,VISUAL COMPUTER,"2,122",1.456,0.002770
2287,OXIDATION OF METALS,"3,420",1.455,0.002030
2288,THEORETICAL POPULATION BIOLOGY,"3,776",1.454,0.002350
2289,Top,466,1.452,0.001030
2290,Earth Science Informatics,503,1.450,0.001000
2291,CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,"2,908",1.447,0.004210
2292,International Journal of Civil Engineering,940,1.446,0.001110
2292,JOURNAL OF MARINE SCIENCE AND TECHNOLOGY,"1,331",1.446,0.001300
2294,JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,"1,741",1.442,0.003900
2294,JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY,"1,544",1.442,0.001000
2294,JOURNAL OF VECTOR ECOLOGY,"1,357",1.442,0.001460
2297,Carpathian Journal of Mathematics,389,1.438,0.000640
2297,Environmental Engineering Research,720,1.438,0.000770
2299,SOLID-STATE ELECTRONICS,"6,592",1.437,0.003700
2300,JOURNAL OF ENGINEERING MATHEMATICS,"1,928",1.434,0.001690
2301,CYBERNETICS AND SYSTEMS,737,1.433,0.000430
2301,RESEARCH IN NONDESTRUCTIVE EVALUATION,408,1.433,0.000340
2303,Algorithms for Molecular Biology,783,1.432,0.001350
2303,BULLETIN OF MARINE SCIENCE,"4,980",1.432,0.001590
2305,JOURNAL OF AUTOMATED REASONING,625,1.431,0.000830
2305,JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,796,1.431,0.000700
2305,OPTIMIZATION METHODS & SOFTWARE,"1,976",1.431,0.003010
2308,AQUATIC ECOLOGY,"1,805",1.429,0.001500
2309,International Journal of Sensor Networks,539,1.428,0.000480
2309,ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK,"3,506",1.428,0.006640
2311,Nondestructive Testing and Evaluation,489,1.424,0.000560
2312,INTERNATIONAL REVIEW OF HYDROBIOLOGY,"1,148",1.423,0.000710
2313,ACM Transactions on Asian and Low-Resource Language Information Processing,129,1.420,0.000130
2313,ACTA BIOCHIMICA POLONICA,"2,832",1.420,0.002230
2315,INSECTES SOCIAUX,"2,489",1.418,0.001910
2316,SPEECH COMMUNICATION,"3,170",1.417,0.002540
2317,ADVANCES IN STRUCTURAL ENGINEERING,"2,401",1.416,0.003390
2317,MYCOBIOLOGY,"1,085",1.416,0.001100
2319,PREPARATIVE BIOCHEMISTRY & BIOTECHNOLOGY,"1,052",1.415,0.001320
2320,REVISTA CHILENA DE HISTORIA NATURAL,"1,370",1.412,0.000390
2321,JOURNAL OF LASER APPLICATIONS,"1,758",1.410,0.002080
2322,BioResources,"9,143",1.409,0.008970
2322,JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,"3,870",1.409,0.002180
2324,EURASIP Journal on Wireless Communications and Networking,"3,383",1.408,0.004390
2325,IEEE TRANSACTIONS ON DEVICE AND MATERIALS RELIABILITY,"1,791",1.407,0.002600
2326,INVERTEBRATE BIOLOGY,791,1.406,0.000760
2326,JOURNAL OF ENHANCED HEAT TRANSFER,515,1.406,0.000140
2328,ISIJ INTERNATIONAL,"12,817",1.405,0.006910
2328,MICROELECTRONICS JOURNAL,"3,202",1.405,0.002590
2330,PHYTOCOENOLOGIA,581,1.404,0.000410
2331,Diversity-Basel,"1,104",1.402,0.001480
2331,MOLECULAR BIOLOGY REPORTS,"8,120",1.402,0.006600
2333,Building Services Engineering Research & Technology,764,1.400,0.000660
2333,CANADIAN JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING-REVUE CANADIENNE DE GENIE ELECTRIQUE ET INFORMATIQUE,341,1.400,0.000500
2333,CHEMISTRY AND ECOLOGY,"1,275",1.400,0.000980
2333,JOURNAL OF ETHOLOGY,824,1.400,0.000740
2333,NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,"1,993",1.400,0.000880
2333,Qualitative Theory of Dynamical Systems,293,1.400,0.000830
2339,ANIMAL SCIENCE JOURNAL,"2,384",1.399,0.003830
2340,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART J-JOURNAL OF ENGINEERING TRIBOLOGY,"2,500",1.397,0.002280
2341,EXPERIMENTAL AGRICULTURE,"1,457",1.396,0.001080
2341,Statistical Analysis and Data Mining,478,1.396,0.001150
2343,CIRCUIT WORLD,316,1.395,0.000140
2343,Oil & Gas Science and Technology-Revue d IFP Energies nouvelles,"2,040",1.395,0.001140
2345,Methods in Enzymology,"24,519",1.394,0.015280
2346,European Journal of Taxonomy,600,1.393,0.002220
2347,BULLETIN OF MATERIALS SCIENCE,"4,829",1.392,0.002820
2347,MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,501,1.392,0.000630
2347,SIAM JOURNAL ON MATHEMATICAL ANALYSIS,"6,327",1.392,0.015250
2350,KOREA-AUSTRALIA RHEOLOGY JOURNAL,559,1.390,0.000550
2350,Stochastics and Partial Differential Equations-Analysis and Computations,266,1.390,0.002050
2352,MATERIALS AT HIGH TEMPERATURES,"1,089",1.389,0.001230
2352,Polar Science,608,1.389,0.001200
2354,International Journal of Green Energy,"1,592",1.388,0.001670
2354,JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,"6,583",1.388,0.010380
2356,AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,"1,016",1.386,0.000930
2356,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART C-JOURNAL OF MECHANICAL ENGINEERING SCIENCE,"5,048",1.386,0.004950
2358,Bulletin of the Polish Academy of Sciences-Technical Sciences,"1,343",1.385,0.001000
2359,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART D-JOURNAL OF AUTOMOBILE ENGINEERING,"2,940",1.384,0.002270
2360,Animal Frontiers,567,1.382,0.001110
2360,ENERGY EXPLORATION & EXPLOITATION,855,1.382,0.001040
2362,BOTANICA MARINA,"2,297",1.381,0.001030
2362,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,"1,912",1.381,0.002750
2362,JOURNAL OF URBAN PLANNING AND DEVELOPMENT,"1,240",1.381,0.001350
2365,ACM Transactions on Modeling and Computer Simulation,714,1.380,0.000850
2366,Inra Productions Animales,291,1.379,0.000230
2366,International Journal of Unconventional Computing,166,1.379,0.000210
2368,ACM Transactions on Applied Perception,486,1.378,0.000570
2368,International Journal of Precision Engineering and Manufacturing,"3,588",1.378,0.004000
2370,STROJNISKI VESTNIK-JOURNAL OF MECHANICAL ENGINEERING,973,1.377,0.001010
2371,INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,"1,785",1.375,0.001540
2371,INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,"1,774",1.375,0.000780
2373,ARCHIVE OF APPLIED MECHANICS,"2,862",1.374,0.002980
2373,JOURNAL OF COASTAL CONSERVATION,"1,187",1.374,0.001220
2375,Inverse Problems and Imaging,917,1.373,0.002740
2375,JOURNAL OF ELECTROMAGNETIC WAVES AND APPLICATIONS,"2,051",1.373,0.002520
2375,NUMERICAL LINEAR ALGEBRA WITH APPLICATIONS,"1,534",1.373,0.003270
2378,WATER ENVIRONMENT RESEARCH,"3,120",1.369,0.001540
2379,Physical Mesomechanics,566,1.368,0.000660
2380,Journal of Industrial and Management Optimization,893,1.366,0.001950
2381,JOURNAL OF ADHESION SCIENCE AND TECHNOLOGY,"4,248",1.365,0.002880
2382,Knowledge and Management of Aquatic Ecosystems,722,1.364,0.000940
2383,JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,"1,435",1.363,0.001570
2384,COMPUTATIONAL & APPLIED MATHEMATICS,"1,254",1.360,0.002720
2384,JOURNAL OF SPACECRAFT AND ROCKETS,"4,521",1.360,0.003470
2386,DENTAL MATERIALS JOURNAL,"2,816",1.359,0.002650
2386,INSURANCE MATHEMATICS & ECONOMICS,"3,551",1.359,0.004720
2386,Marine Ecology-An Evolutionary Perspective,"2,190",1.359,0.002430
2386,WILDLIFE SOCIETY BULLETIN,"3,983",1.359,0.003070
2390,Science and Technology for the Built Environment,634,1.356,0.001830
2391,ESAIM-MATHEMATICAL MODELLING AND NUMERICAL ANALYSIS-MODELISATION MATHEMATIQUE ET ANALYSE NUMERIQUE,"2,117",1.353,0.006450
2391,JOURNAL OF MATHEMATICAL IMAGING AND VISION,"2,085",1.353,0.004870
2393,IRONMAKING & STEELMAKING,"2,391",1.352,0.001850
2394,COMPUTERS & GRAPHICS-UK,"2,225",1.351,0.003430
2395,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,"1,647",1.348,0.000610
2396,International Journal of Metalcasting,567,1.347,0.000550
2397,JOURNAL OF COMPARATIVE PSYCHOLOGY,"2,744",1.346,0.001530
2397,JOURNAL OF MOLECULAR MODELING,"5,881",1.346,0.005320
2399,Journal of Mechanical Science and Technology,"7,593",1.345,0.008960
2400,AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,849,1.342,0.001010
2400,LEARNING & BEHAVIOR,893,1.342,0.001110
2402,Entertainment Computing,365,1.341,0.000410
2402,JOURNAL OF ENERGY ENGINEERING,909,1.341,0.001250
2402,Journal of Renewable Materials,400,1.341,0.000480
2405,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS,"4,189",1.338,0.016190
2405,International Journal of Network Management,295,1.338,0.000490
2405,JOURNAL OF COMPLEXITY,"1,052",1.338,0.001930
2408,AIP Advances,"11,944",1.337,0.028720
2408,INTERNATIONAL JOURNAL OF ARTIFICIAL ORGANS,"2,031",1.337,0.001970
2410,PLANT MOLECULAR BIOLOGY REPORTER,"3,045",1.336,0.002600
2411,International Journal of Physical Modelling in Geotechnics,330,1.333,0.000530
2411,JOURNAL OF WOOD SCIENCE,"2,331",1.333,0.001400
2411,TROPICAL ANIMAL HEALTH AND PRODUCTION,"4,024",1.333,0.004080
2414,ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems Part A-Civil Engineering,200,1.331,0.000630
2414,Biodiversity Data Journal,622,1.331,0.002380
2416,BIT NUMERICAL MATHEMATICS,"2,100",1.330,0.003490
2416,Macromolecular Reaction Engineering,749,1.330,0.000780
2416,NEOTROPICAL ENTOMOLOGY,"2,079",1.330,0.001720
2419,TSINGHUA SCIENCE AND TECHNOLOGY,"1,149",1.328,0.001020
2420,Revista Mexicana de Ciencias Pecuarias,598,1.327,0.000680
2421,INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION,785,1.326,0.000550
2422,Information Visualization,620,1.325,0.000580
2422,JOURNAL OF INSECT SCIENCE,"2,806",1.325,0.003670
2422,JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING,"2,393",1.325,0.001840
2422,Journal of Energetic Materials,686,1.325,0.000670
2426,PLANT SOIL AND ENVIRONMENT,"2,337",1.324,0.001620
2427,Journal of Building Physics,523,1.323,0.000380
2428,ENGINEERING COMPUTATIONS,"2,127",1.322,0.002060
2428,JOURNAL OF HYMENOPTERA RESEARCH,574,1.322,0.000970
2430,CIN-COMPUTERS INFORMATICS NURSING,935,1.321,0.001280
2430,RADIATION AND ENVIRONMENTAL BIOPHYSICS,"1,332",1.321,0.001330
2432,Quality Engineering,935,1.320,0.000930
2433,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,656,1.319,0.000690
2433,INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,"1,916",1.319,0.002820
2433,JOURNAL OF WATER SUPPLY RESEARCH AND TECHNOLOGY-AQUA,"1,227",1.319,0.000920
2436,Advanced Steel Construction,367,1.317,0.000410
2436,Computational Economics,985,1.317,0.001350
2436,PROTEIN JOURNAL,844,1.317,0.000960
2439,ELECTRONICS LETTERS,"18,507",1.316,0.018310
2440,JOURNAL OF PHASE EQUILIBRIA AND DIFFUSION,"2,840",1.315,0.001380
2440,SIAM Journal on Financial Mathematics,525,1.315,0.002240
2442,INVERSE PROBLEMS IN SCIENCE AND ENGINEERING,977,1.314,0.001960
2442,OIL SHALE,453,1.314,0.000290
2444,STRAIN,"1,205",1.313,0.001040
2445,Kinetic and Related Models,604,1.311,0.002070
2446,AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,443,1.310,0.000670
2446,TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY,242,1.310,0.000370
2448,ACM Transactions on Architecture and Code Optimization,677,1.309,0.001460
2449,JOURNAL OF THERMOPHYSICS AND HEAT TRANSFER,"2,671",1.307,0.001700
2449,Journal of the Australian Ceramic Society,498,1.307,0.000510
2451,JOURNAL OF DYNAMIC SYSTEMS MEASUREMENT AND CONTROL-TRANSACTIONS OF THE ASME,"4,562",1.304,0.003640
2452,PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY,"5,012",1.303,0.005730
2452,THEORY IN BIOSCIENCES,542,1.303,0.000400
2454,FUNDAMENTA INFORMATICAE,"1,858",1.298,0.003700
2454,Marine Biology Research,"1,366",1.298,0.002190
2454,SHOCK AND VIBRATION,"3,682",1.298,0.006020
2457,POPULATION ECOLOGY,"1,184",1.297,0.001640
2458,Proceedings of the Romanian Academy Series A-Mathematics Physics Technical Sciences Information Science,406,1.294,0.000690
2459,JOURNAL OF MECHANICS,775,1.293,0.000880
2460,Cryptography and Communications-Discrete-Structures Boolean Functions and Sequences,301,1.291,0.001820
2461,IET Circuits Devices & Systems,794,1.290,0.001100
2462,EURASIP Journal on Audio Speech and Music Processing,360,1.289,0.000530
2462,GEOTECHNICAL TESTING JOURNAL,"2,650",1.289,0.002380
2464,Security and Communication Networks,"2,211",1.288,0.003780
2465,Fixed Point Theory,465,1.287,0.000770
2466,REGULAR & CHAOTIC DYNAMICS,837,1.285,0.001780
2467,JOURNAL OF FIRE SCIENCES,959,1.283,0.000550
2468,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,"2,601",1.282,0.002340
2468,QUANTUM INFORMATION & COMPUTATION,"1,679",1.282,0.002550
2470,ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,"3,451",1.280,0.004210
2470,JOURNAL OF CHROMATOGRAPHIC SCIENCE,"3,317",1.280,0.002730
2470,Journal of Systems Science and Systems Engineering,604,1.280,0.000450
2473,COMMUNICATIONS IN CONTEMPORARY MATHEMATICS,"1,177",1.278,0.005740
2474,JOURNAL OF CRYPTOLOGY,"1,486",1.277,0.000780
2475,INTELLIGENT AUTOMATION AND SOFT COMPUTING,651,1.276,0.000590
2476,ALLELOPATHY JOURNAL,857,1.275,0.000380
2476,Advances in Calculus of Variations,231,1.275,0.001440
2476,Frontiers of Computer Science,825,1.275,0.001770
2479,OR SPECTRUM,"1,730",1.274,0.001830
2480,Frontiers in Life Science,315,1.273,0.000630
2480,SMALL RUMINANT RESEARCH,"6,597",1.273,0.004480
2482,Advances in Materials Science and Engineering,"4,409",1.271,0.007560
2482,BRAZILIAN JOURNAL OF BIOLOGY,"2,704",1.271,0.002660
2482,Human Factors and Ergonomics in Manufacturing & Service Industries,519,1.271,0.000690
2485,CELLULAR AND MOLECULAR BIOLOGY,"2,258",1.270,0.002440
2485,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B,"2,476",1.270,0.007110
2487,IBM JOURNAL OF RESEARCH AND DEVELOPMENT,"3,043",1.266,0.000960
2487,SIAM JOURNAL ON COMPUTING,"6,157",1.266,0.005380
2489,QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS,"1,399",1.265,0.000630
2489,SOFT MATERIALS,473,1.265,0.000460
2489,Wood Material Science & Engineering,451,1.265,0.000480
2492,JOURNAL OF ENVIRONMENTAL ENGINEERING,"5,464",1.264,0.002370
2493,Polish Maritime Research,828,1.263,0.001060
2494,Paddy and Water Environment,949,1.262,0.001100
2495,WEED TECHNOLOGY,"3,504",1.259,0.001540
2496,IET Software,393,1.258,0.000380
2496,WILDLIFE BIOLOGY,"1,441",1.258,0.001350
2498,KNOWLEDGE ENGINEERING REVIEW,851,1.257,0.000690
2498,Maderas-Ciencia y Tecnologia,659,1.257,0.000710
2498,NEW GENETICS AND SOCIETY,343,1.257,0.000560
2498,PERIODICA POLYTECHNICA-CHEMICAL ENGINEERING,411,1.257,0.000600
2502,IEEE TECHNOLOGY AND SOCIETY MAGAZINE,362,1.256,0.000510
2502,Latin American Journal of Solids and Structures,"1,249",1.256,0.002140
2504,JOURNAL OF CRUSTACEAN BIOLOGY,"2,577",1.254,0.001880
2505,Dynamic Games and Applications,370,1.253,0.001240
2506,OPTIMAL CONTROL APPLICATIONS & METHODS,"1,180",1.252,0.001840
2507,ECOSCIENCE,"1,865",1.250,0.000480
2507,HELGOLAND MARINE RESEARCH,"1,635",1.250,0.000800
2507,JOURNAL OF VISUAL LANGUAGES AND COMPUTING,708,1.250,0.000900
2510,Journal of Central South University,"4,198",1.249,0.004350
2511,JOURNAL OF APPLIED ANIMAL RESEARCH,"1,183",1.248,0.001720
2511,SHOCK WAVES,"1,840",1.248,0.001830
2513,INTERNATIONAL JOURNAL OF AUTOMOTIVE TECHNOLOGY,"1,601",1.245,0.001690
2514,INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,547,1.244,0.000860
2514,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART G-JOURNAL OF AEROSPACE ENGINEERING,"2,531",1.244,0.002860
2516,BIO-MEDICAL MATERIALS AND ENGINEERING,"1,626",1.243,0.002350
2516,Journal of Spectroscopy,714,1.243,0.001270
2518,Journal of Applied Mathematics and Computing,"1,223",1.242,0.001610
2519,BULLETIN DES SCIENCES MATHEMATIQUES,"1,191",1.241,0.001590
2520,PROGRAM-ELECTRONIC LIBRARY AND INFORMATION SYSTEMS,466,1.240,0.000210
2521,JOURNAL OF FRESHWATER ECOLOGY,"1,068",1.239,0.000840
2521,JOURNAL OF THE TEXTILE INSTITUTE,"3,099",1.239,0.002320
2523,Journal of Nano Research,629,1.238,0.000590
2523,ZEITSCHRIFT FUR NATURFORSCHUNG SECTION C-A JOURNAL OF BIOSCIENCES,"3,313",1.238,0.000690
2525,JOURNAL OF MICROWAVE POWER AND ELECTROMAGNETIC ENERGY,478,1.237,0.000220
2526,Astin Bulletin,935,1.236,0.001340
2527,Discrete and Continuous Dynamical Systems-Series S,804,1.233,0.002620
2528,Quantitative InfraRed Thermography Journal,268,1.231,0.000310
2529,COMPUTER AIDED GEOMETRIC DESIGN,"1,721",1.230,0.002080
2529,International Journal of Aerospace Engineering,685,1.230,0.001140
2531,INTERNATIONAL JOURNAL OF MODERN PHYSICS C,"2,210",1.228,0.001980
2531,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART F-JOURNAL OF RAIL AND RAPID TRANSIT,"1,948",1.228,0.002580
2533,SOFTWARE TESTING VERIFICATION & RELIABILITY,629,1.226,0.000870
2534,Computational Methods in Applied Mathematics,419,1.225,0.001730
2535,GRAPHICAL MODELS,832,1.224,0.000940
2536,JOURNAL OF ARTIFICIAL ORGANS,762,1.223,0.001150
2537,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,"3,148",1.220,0.002790
2537,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,"24,068",1.220,0.042420
2539,Acta Polytechnica Hungarica,833,1.219,0.000530
2539,Journal of Mathematical Inequalities,717,1.219,0.001700
2539,WELDING JOURNAL,"3,270",1.219,0.000950
2542,Agribusiness,905,1.218,0.000740
2543,Mediterranean Journal of Mathematics,"1,417",1.216,0.005010
2544,Animal Production Science,"2,827",1.215,0.005420
2544,BIOCONTROL SCIENCE AND TECHNOLOGY,"2,433",1.215,0.002030
2546,INTEGRATION-THE VLSI JOURNAL,903,1.214,0.001290
2546,Journal of Simulation,506,1.214,0.000740
2548,JOURNAL OF IRON AND STEEL RESEARCH INTERNATIONAL,"2,745",1.213,0.002620
2549,ERGODIC THEORY AND DYNAMICAL SYSTEMS,"2,413",1.211,0.007180
2550,International Journal of Antennas and Propagation,"1,854",1.207,0.002990
2551,Cognition Technology & Work,890,1.206,0.000900
2552,TRANSACTIONS OF THE INDIAN INSTITUTE OF METALS,"2,015",1.205,0.002150
2553,FLY,"1,101",1.204,0.000970
2554,BIOTECHNIC & HISTOCHEMISTRY,"1,108",1.203,0.001000
2554,International Journal of Aeroacoustics,544,1.203,0.000900
2556,IRRIGATION AND DRAINAGE,"1,482",1.202,0.001130
2557,JOURNAL OF ELASTOMERS AND PLASTICS,613,1.200,0.000440
2557,Journal of Oral Science,"1,460",1.200,0.001440
2559,Sugar Tech,"1,122",1.198,0.001090
2560,REVIEWS ON ADVANCED MATERIALS SCIENCE,"1,709",1.197,0.001620
2561,ANTI-CORROSION METHODS AND MATERIALS,811,1.196,0.000500
2561,Agrekon,389,1.196,0.000270
2561,COMPUTATIONAL INTELLIGENCE,756,1.196,0.000670
2564,COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING,"1,497",1.195,0.001020
2565,Polish Journal of Chemical Technology,699,1.193,0.000830
2566,MATHEMATICAL PHYSICS ANALYSIS AND GEOMETRY,322,1.190,0.001490
2567,Genes & Genomics,813,1.188,0.001440
2568,ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES,"1,263",1.187,0.001830
2568,PACKAGING TECHNOLOGY AND SCIENCE,"1,469",1.187,0.000960
2570,ARTIFICIAL LIFE,835,1.186,0.000610
2570,BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT,"2,067",1.186,0.003060
2570,COMPUTATIONAL STATISTICS & DATA ANALYSIS,"8,704",1.186,0.015430
2570,JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME,"1,592",1.186,0.001460
2574,Energy Sources Part A-Recovery Utilization and Environmental Effects,"3,043",1.184,0.003030
2574,JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,"1,052",1.184,0.000740
2574,QUANTUM ELECTRONICS,"3,319",1.184,0.002810
2577,Regional Studies in Marine Science,690,1.183,0.001700
2578,Italian Journal of Agrometeorology-Rivista Italiana di Agrometeorologia,136,1.182,0.000120
2579,ESAIM-CONTROL OPTIMISATION AND CALCULUS OF VARIATIONS,"1,301",1.181,0.004040
2579,JOURNAL OF EVOLUTION EQUATIONS,732,1.181,0.002980
2579,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,"6,129",1.181,0.003560
